D,26,2.5591087953757157,2.18785524901838
B,79,2.8791882639256294,2.144536975473741
C,54,2.913333356348283,1.5343080355640695
A,38,2.336057963393732,2.6517342979834804
B,54,2.3317570036854502,2.5312296967908687
D,44,1.5409645706988997,2.430568449836173
C,51,1.2139496865063635,3.2976288975909553
D,61,1.5353654130607381,1.291978382908117
B,23,1.6198792716729429,2.000298794313088
A,33,2.1726517795737808,1.1212452995844067
B,94,2.7208579408128615,2.884828061820781
B,17,2.075612758574401,2.131232717642655
C,86,1.5532090129531757,2.8694323015790633
C,48,2.0440464265831473,2.511285817662031
C,80,2.0333637033106093,1.6886090008414834
D,100,1.7421697648512842,3.0039323693342705
C,86,2.804847405638366,1.4815795227090343
A,4,2.949740755982516,2.8272652207129805
B,12,2.4242919219258274,2.0116472978652373
C,88,1.4189519057426554,2.4829452673232124
C,66,1.7714000472368692,2.886578682546811
A,10,1.4405194334419218,2.1945494104125354
B,33,2.4835799407140873,2.4889237110461875
D,91,3.20751484885729,2.187992759426224
D,65,3.0460273508335756,2.9091728951737887
D,84,2.0766409765144638,1.381907391883738
A,32,2.4564018179287257,2.1914552730451757
D,4,1.8674712082356453,2.4034282860205565
B,77,1.4660124333099032,2.217613866395836
D,87,1.1348802148261719,1.89285479147139
A,54,2.7543023402305176,1.2058852862277756
D,6,2.3083367970436055,1.439488830015679
B,54,2.821041685083976,2.886776965757439
C,46,1.6969437528279203,3.029355589148812
C,69,2.728267874695866,1.8283610557521102
A,2,2.0308704466117637,1.68152997417197
C,19,1.1522142994123885,1.8972867980957087
D,98,2.1842131883551263,2.2371298864040927
C,68,2.2588714203119222,1.8123832236144226
D,78,2.165637355625702,1.9290342014551338
D,55,2.014685069716565,1.713863761937359
A,3,1.8894078679619752,2.4662227572431443
C,15,2.887604175820459,1.9251851415083876
B,73,3.050904638851037,2.0313134606169982
C,70,1.2594861368896217,2.565741485644162
B,7,2.293505293822711,1.7322212045297343
C,90,1.84791983261759,2.219992382375782
D,38,1.8690969557497166,1.6252820238074375
A,60,1.9500829314805295,1.1935106291044966
B,34,2.154299345172945,3.1863487110044413
A,36,3.100207963446784,1.3267436635081435
A,70,1.7283899056493435,2.4600850593531294
B,87,1.6392985793361334,2.6438237426165023
B,12,2.6333071717074934,1.6096430314709513
A,70,2.0147240661182666,2.1444177895114978
A,90,2.7075851205034285,1.9504517262026764
B,10,2.9303995762543,3.012891604871278
